代號, 名稱,divavg, y18, y17, y16, y15, y14
5383, 金利,0.1,0,0, nan, nan,0.5
5386, 青雲,0.76,0.5,1,1.3,1,0
5388, 中磊,3.488,2.5,3.75,4.2,4,2.99
5392, 應華,0.638,0.47,1,0.62,1,0.1
5398, 慕康生醫,0.026,0,0.13, nan, nan, nan
5403, 中菲,2.6,3,3.4,3,2.6,1
5410, 國眾,1.166,1.3,1.23,1,1.22,1.08
5425, 台半,2.596,3,2.98,2.5,2.5,2
5426, 振發,0.72,1,0,1,0.6,1
5432, 達威,0.1,0.5,0, nan, nan, nan
5434, 崇越,4.42,5.3,4.2,5,3.9,3.7
5438, 東友,1.19,1.05,1.5,1.2,1.2,1
5439, 高技,1.58,2.8,2,0,1.5,1.6
5443, 均豪,1.144,1.3,1.22,1.4,1,0.8
5450, 寶聯通,0,0,0, nan, nan, nan
5452, 佶優,0.14,0.2,0,0.15,0.2,0.15
5455, 昇益,0,0,0, nan, nan, nan
5457, 宣德,0.1,0,0, nan,0.5, nan
5460, 同協,0.63,0.3,0.5,0.65,0.8,0.9
5464, 霖宏,1.02,1,0,0.4,1.5,2.2
5465, 富驊,0.146,0.27,0, nan,0.26,0.2
5468, 凱鈺,0,0,0, nan, nan, nan
5469, 瀚宇博,0.64,1,0.8,0.6,0.2,0.6
5471, 松翰,2.156,2.08,1.5,1.8,2.2,3.2
5474, 聰泰,3.62,3.8,3.3,3.3,4.2,3.5
5475, 德宏,0,0,0, nan, nan, nan
5478, 智冠,2,2.2,2,2,1.5,2.3
5481, 新華,0.08,0.4,0, nan, nan, nan
5483, 中美晶,2.16,3,3,1.5,1.5,1.8
5484, 慧友,0,0,0, nan, nan, nan
5487, 通泰,1.53,0.88,1.47,1.6,1.7,2
5488, 松普,0.286,1.35,0,0.08, nan, nan
5489, 彩富,2.576,2,1.5,1.8,3.5,4.08
5490, 同亨,2.5,0.5,1,4,4.5,2.5
5493, 三聯,1.81,1.75,1.6,2,2.2,1.5
5498, 凱崴,0.004,0,0.02, nan, nan, nan
5508, 永信建,3.174,2.86,2.72,1.81,2.37,6.11
5511, 德昌,1.41,2.1,1.2,0.5,0.6,2.65
5512, 力麒,0.5,0.4,0.7,0.1,0.5,0.8
5514, 三豐,0.33,0.2,0.6,0.35, nan,0.5
5515, 建國,0.504,0.5,0.5,0.5,0.5,0.52
5516, 雙喜,0,0,0, nan, nan, nan
5519, 隆大,0.61,0.95,0.4,0.5,0.6,0.6
5520, 力泰,1.4,1.2,1.2,1.75,1.5,1.35
5521, 工信,0.16,0,0.6,0.2, nan, nan
5522, 遠雄,3.32,3,2.5,3.8,3.5,3.8
5523, 豐謙,0.08,0.2,0.2, nan, nan, nan
5525, 順天,1.24,2,1.2,0.3,1.5,1.2
5529, 志嘉,0.05,0,0, nan, nan,0.25
5530, 龍巖,2.16,3,2.5,1.2,0.5,3.6
5531, 鄉林,0,0,0,0, nan,0
5533, 皇鼎,0.63,0.7,0.7,0.65,0.5,0.6
5534, 長虹,5.206,7,6.2,6,2.83,4
5536, 聖暉,8.802,15,13,8.01,6,2
5538, 東明-KY,1.94,2,2.5,2,1,2.2
5543, 崇佑-KY,0.494,0.5,0.8,0.2,0.97, nan
5601, 台聯櫃,0.36,0,0.3,0.3,0.5,0.7
5603, 陸海,0.78,0,0.6,0.7,1.1,1.5
5604, 中連貨,2.29,3.75,1.5,1.2,3.2,1.8
5607, 遠雄港,0.12,0.4,0.2, nan, nan, nan
5608, 四維航,0.102,0,0, nan, nan,0.51
5609, 中菲行,1.344,1.5,1.18,2,1.02,1.02
5701, 劍湖山,0,0,0, nan, nan, nan
5703, 亞都,0.25,0,0.2,0.2,0.5,0.35
5704, 老爺知,0.61,0.5,0.3, nan,1,1.25
5706, 鳳凰,2.162,1.61,3,2,2.7,1.5
5820, 日盛金,0.29,0.6,0.52,0.08,0.11,0.14
5864, 致和證,0.344,0.6,0.5,0.62, nan, nan
5871, 中租-KY,3.46,4.2,3.8,3.4,3.1,2.8
5876, 上海商銀,1.06,2,1.8,1.5, nan, nan
5878, 台名,2.63,2.75,3.2,3.2,3,1
5880, 合庫金,0.61,0.75,0.75,0.75,0.3,0.5
5902, 德記,0,0,0, nan, nan, nan
5903, 全家,5.22,5.8,5.5,5.2,4.6,5
5904, 寶雅,11.15,15.75,13,10.8,8.8,7.4
5905, 南仁湖,0.376,0.43,0.35,0.3,0.3,0.5
5906, 台南-KY,0,0,0, nan, nan, nan
5907, 大洋-KY,1.476,1.69,1.2,0.97,0.52,3
6005, 群益證,0.412,0.4,0.2,0.37,0.49,0.6
6015, 宏遠證,0.132,0,0.36, nan, nan,0.3
6016, 康和證,0.092,0,0.25, nan,0.21, nan
6020, 大展證,0.238,0.03,0.66,0.08, nan,0.42
6021, 大慶證,0.27,1,0.35, nan, nan, nan
6023, 元大期,3.3,2.8,2,2.47,2.28,6.95
6024, 群益期,2.49,3.4,2.87,2.21,2.47,1.5
6026, 福邦證,0.446,0.2,1.38,0.35,0.3, nan
6101, 寬魚國際,0,0,0, nan, nan, nan
6103, 合邦,0,0,0, nan, nan, nan
6104, 創惟,2.57,2.36,1.3,2.19,3,4
6108, 競國,1.39,2.5,1.35,2, nan,1.1
6109, 亞元,0.72,0.1,0.5,1,1.2,0.8
6111, 大宇資,0,0,0, nan, nan, nan
6112, 聚碩,1.6,1.5,1.5,1.5,1.5,2
6113, 亞矽,0,0,0, nan, nan, nan
6114, 久威,1.7,1.5,1.5,3,2.5, nan
6115, 鎰勝,3.398,3,3,4,3.5,3.49
6116, 彩晶,0.26,0.3,0.5,0.5, nan, nan
6117, 迎廣,0.3,0,1.2, nan, nan,0.3
6118, 建達,0,0,0, nan, nan, nan
6120, 達運,0.404,0.34,0.4,0.28,0.2,0.8
6121, 新普,8.3,11.5,10,6,7,7
6122, 擎邦,0,0,0, nan, nan, nan
6123, 上奇,2.042,3.1,3,0.5,2.1,1.51
6124, 業強,0,0,0, nan, nan, nan
6125, 廣運,0.462,0.51,0.3,0.5,0.5,0.5
6126, 信音,0.128,0.3,0.34, nan, nan, nan
6127, 九豪,0.11,0,0.25,0.3, nan, nan
6128, 上福,2.22,2,0.5,2.8,3,2.8
6129, 普誠,0,0,0, nan, nan, nan
6130, 星寶國際,0.4,0,0, nan, nan,2
6131, 鈞泰,0,0, nan, nan, nan, nan
6133, 金橋,0.298,0.25,0.25,0.2,0.4,0.39
6134, 萬旭,0,0,0, nan, nan, nan
6136, 富爾特,1.942,1.5,1.8,2,2.1,2.31
6138, 茂達,2.42,4.2,2.4,2.11,1.5,1.89
6139, 亞翔,1.246,1.5,1.5,1.43,1,0.8
6140, 訊達,0,0,0, nan, nan, nan
6141, 柏承,0.3,0.1,0.5,0.3,0.3,0.3
6142, 友勁,0.112,0,0,0.56, nan, nan
6143, 振曜,3.2,4,2,3,2,5
6144, 得利影,0,0,0, nan, nan, nan
6146, 耕興,6.022,6.2,6.1,6.2,6,5.61
6147, 頎邦,2.53,3.5,2.35,2.1,2.1,2.6
6148, 驊宏資,0.246,1,0, nan, nan,0.23
6150, 撼訊,1.4,2,5, nan, nan, nan
6151, 晉倫,1.78,1.3,2,2.2,2.2,1.2
6152, 百一,0,0,0, nan, nan, nan
6153, 嘉聯益,0.526,0.3,0.2,0.5,1,0.63
6154, 順發,1.07,1,1,1,1,1.35
6155, 鈞寶,0.92,1,0.45,0.85,1.1,1.2
6156, 松上,0.38,0.4,0.4,0.8,0.3, nan
6158, 禾昌,2.544,10,1.22,1,0.5, nan
6160, 欣技,0.746,0.73,0,1,1,1
6161, 捷波,0.84,1.6,1.1,0.9,0.2,0.4
6163, 華電網,0.16,0.3,0.5, nan, nan, nan
6164, 華興,0.56,0.2,0.4,0.85,0.5,0.85
6165, 捷泰,0,0,0, nan, nan, nan
6166, 凌華,1.78,1.3,1.5,1.8,2.4,1.9
6167, 久正,0,0,0, nan, nan, nan
6168, 宏齊,0.68,1,1, nan, nan,1.4
6169, 昱泉,0,0,0, nan, nan, nan
6170, 統振,0.168,0,0,0.12,0.43,0.29
6171, 亞銳士,0.18,0.2,0.3,0.2,0.2, nan
6172, 互億,0,0,0, nan, nan, nan
6173, 信昌電,1.37,4.3,1.5,0.3,0.35,0.4
6174, 安碁,0.94,1,0.5,1,1,1.2
6175, 立敦,0.894,1.5,2,0.5,0.3,0.17
6176, 瑞儀,5.26,7,4.8,4.5,4.5,5.5
6177, 達麗,2.778,0.5,4.42,1.99,2.98,4
6179, 亞通,1.764,1.5,2,2.52,2.6,0.2
6180, 橘子,1.72,6.2,0.5, nan,1.2,0.7
6182, 合晶,0.576,2.5,0.38, nan, nan, nan
6183, 關貿,1.336,1.66,1.5,1.22,1.2,1.1
6184, 大豐電,1.598,2.5,2.5,0.5,0.5,1.99
6185, 幃翔,1.3,0.5,0.7,1.7,1.6,2
6186, 新潤,2,1,1.5,2,3,2.5
6187, 萬潤,2.59,3.1,3.1,3,2,1.75
6188, 廣明,1.72,1.5,1.2,1.5,1.2,3.2
6189, 豐藝,2.586,2.63,1.8,2.3,3,3.2
6190, 萬泰科,0.412,1,0.6,0.46, nan, nan
6191, 精成科,0.26,0.3,0.6,0.4, nan, nan
6192, 巨路,2.92,3.3,3.3,2,3,3
6194, 育富,0.75,0.75,0.75,0.75,0.75,0.75
6195, 詩肯,3.704,3,3.94,2.97,3.5,5.11
6196, 帆宣,2.31,3,2.48,2.07,2,2
6197, 佳必琪,1.822,2,1.68,1.2,2,2.23
6198, 凌泰,0,0,0, nan, nan, nan
6199, 天品,0.08,0.2,0.2, nan, nan, nan
6201, 亞弘電,2.32,2.7,2.1,3,2,1.8
6202, 盛群,3.874,4.7,4.1,3.5,3.57,3.5
6203, 海韻電,2.24,2.5,1.2,2,2,3.5
6204, 艾華,0.96,1,1.1,1,0.7,1
6205, 詮欣,1.78,1.5,1.2,2,2,2.2
6206, 飛捷,5.29,5,4.5,5,6,5.95
6207, 雷科,2.032,2.5,1.8,1.5,2.5,1.86
6208, 日揚,0.98,1.7,1.4,0.8,0.2,0.8
6209, 今國光,0.1,0,0,0.5, nan, nan
6210, 慶生,3.22,2.6,3.5,2,4,4
6212, 理銘,1.5,3,1.5,1.5,1.5, nan
6213, 聯茂,2.444,3.8,3.1,2.5,1.6,1.22
6214, 精誠,4.996,5,5,5,5,4.98
6215, 和椿,0.57,0.5,0.6,0.5,0.25,1
6216, 居易,2.284,1.98,2.06,2.64,2.62,2.12
6217, 中探針,1.65,0.7,1.6,1.8,2.4,1.75
6218, 豪勉,1.2,1.6,1.2,1.2,1,1
6219, 富旺,0.464,0.64,0.75,0.09,0.12,0.72
6220, 岳豐,1.692,2,2.3,2.3,1.25,0.61
6221, 晉泰,1.048,1.25,0.5,0.5,1.7,1.29
6222, 上揚,0,0,0, nan, nan, nan
6223, 旺矽,2.738,2,0.5,4.18,3,4.01
6224, 聚鼎,3.96,3.75,3,4.55,4.3,4.2
6225, 天瀚,0,0,0, nan, nan, nan
6226, 光鼎,0.088,0.12,0.12,0.1, nan,0.1
6227, 茂綸,1.1,1.5,1.1,1,1,0.9
6228, 全譜,0,0,0, nan, nan, nan
6229, 研通,0.576,0.93,0.46,0.67,0.04,0.78
6230, 超眾,5.13,4.7,3.95,7.5,5.5,4
6231, 系微,0.78,1.5,0.85,0.3,0.85,0.4
6233, 旺玖,0,0,0, nan, nan, nan
6234, 高僑,0.61,0.6,0.3,0.25,1,0.9
6235, 華孚,0.558,0.5,0.3,1.99, nan, nan
6236, 康呈,0,0,0, nan, nan, nan
6237, 驊訊,0.39,0.25,0.5,0.25,0.25,0.7
6238, 勝麗,5.944,8.25,7.98,7.49,6, nan
6239, 力成,3.96,4.8,4.5,4,3.5,3
6240, 松崗,0,0,0, nan, nan, nan
6241, 易通展,0.36,0,0, nan, nan,1.8
6242, 立康,1.27,2.5,2.5,1.3,0.05, nan
6243, 迅杰,0,0,0, nan, nan, nan
6244, 茂迪,0,0,0,0,0, nan
6245, 立端,2.088,2,2,3,1.97,1.47
6246, 臺龍,0.362,0,0,1.81, nan, nan
6247, 淇譽電,0.19,0,0.2,0.15,0.5,0.1
6248, 沛波,0.43,0,0.7,0.8,0.65, nan
6251, 定穎,0,0,0, nan, nan, nan
6257, 矽格,1.838,2.06,1.76,1.65,1.6,2.12
6259, 百徽,0,0,0, nan, nan, nan
6261, 久元,3.7,3,4.1,3.1,3.3,5
6263, 普萊德,3.92,4.3,4.3,3.9,3.8,3.3
6264, 富裔,0,0,0, nan,0, nan
6265, 方土昶,0.284,0,0, nan,0.55,0.87
6266, 泰詠,0.966,1.71,1.16,0.68,0.8,0.48
6269, 台郡,4.208,5,5.02,4.46,4.49,2.07
6270, 倍微,0.704,1,0.97,0.5,0.5,0.55
6271, 同欣電,5.982,6,6,5.91,6,6
6274, 台燿,2.58,4.4,3.19,2.1,1.6,1.61
6275, 元山,0.414,0,0.6,0.6,0.4,0.47
6276, 安鈦克,0.12,0,0, nan, nan,0.6
6277, 宏正,6.04,8,5.5,5.8,5.2,5.7
6278, 台表科,1.32,1.3,1.3,1,1.5,1.5
6279, 胡連,5.84,4,8,6,5.6,5.6
6281, 全國電,3.98,4,4,4.3,3.7,3.9
6282, 康舒,1.276,1,0.9,1.4,1.5,1.58
6283, 淳安,0.1,0,0,0.5, nan, nan
6284, 佳邦,0.744,0.8,0.46,0.46,1,1
6285, 啟碁,3.454,3.5,3.7,3.67,3.7,2.7
6287, 元隆,0,0,0, nan, nan, nan
6288, 聯嘉,0.28,0.55,0.35,0.5, nan, nan
6289, 華上,0,0,0, nan, nan, nan
6290, 良維,1.89,1.49,1.5,2.65,2,1.81
6291, 沛亨,0,0,0, nan, nan, nan
6292, 迅德,2.56,2.3,2.3,3.2,2,3
6294, 智基,5.56,8,7.5,8.5,3.8,0
6404, 通訊-KY,0.346,0,0, nan,0.2,1.53
6405, 悅城,0.64,0.5,0.5,0.2, nan,2
6409, 旭隼,17.36,21,20,20,15,10.8
6411, 晶焱,2.614,4.17,3.2,2.4,1.8,1.5
6412, 群電,2.506,2,3.1,2.75,2.35,2.33
6414, 樺漢,8.2,7,8.88,10.12,9,6
6415, 矽力-KY,4.678,6.52,5.98,4.92,2,3.97
6416, 瑞祺電通,2.406,3.5,3.53,5, nan, nan
6417, 韋僑,1.02,0.6,0.7,1.5,1.5,0.8
6418, 詠昇,0.8,1.1,1.3,1.6, nan, nan
6419, 京晨科,0,0,0, nan, nan,0
6425, 易發,1.118,3,2.1,0.49, nan, nan
6426, 統新,1.496,1.49,1.49,1.49,1.5,1.51
6431, 光麗-KY,0.5,0,0, nan, nan,2.5
6432, 今展科,1.508,1.6,0.19,1.4,2.5,1.85
6435, 大中,3.314,7.07,3.5,3,3, nan
6438, 迅得,1.76,2.8,4,2, nan, nan
6441, 廣錠,2,2,4,4, nan, nan
6442, 光聖,2.36,1.5,2,3.3,3,2
6443, 元晶,0,0,0,0,0, nan
6446, 藥華藥,0,0,0, nan, nan, nan
6449, 鈺邦,1.568,0.99,1.85,1.8,1.6,1.6
6451, 訊芯-KY,4.434,2.33,0.94,5.4,6,7.5
6452, 康友-KY,7.24,3.2,8,7.65,9.2,8.15
6456, GIS-KY,4,4,9,4,3, nan
6457, 紘康,1.804,1.83,1.99,1.64,2.12,1.44
6461, 益得,0,0,0, nan, nan, nan
6462, 神盾,2.474,8.09,4.28, nan, nan, nan
6464, 台數科,3.822,5.51,5,2,6.6, nan
6465, 威潤,1.392,1,0.99,2.22,1.83,0.92
6469, 大樹,1.548,1.3,1.64,2.8,2, nan
6470, 宇智,3,2.5,2,4,4,2.5
6472, 保瑞,0.86,3,0.5,0.8, nan, nan
6477, 安集,0.354,0.8,0.42,0.2,0.35, nan
6482, 弘煜科,0.55,0,0,0.99,1.76, nan
6485, 點序,1.462,0,0,2.44,1.45,3.42
6486, 互動,2.9,4.8,3.2,3.5,3, nan
6488, 環球晶,9.492,25,10,1.76,5,5.7
6491, 晶碩,0.2,0, nan,1, nan, nan
6492, 生華科,0,0,0, nan, nan, nan
6494, 九齊,2.138,2.2,3.5,3,1.99, nan
6496, 科懋,2.7,4,4,3,2.5, nan
6497, 亞獅康-KY,0,0,0, nan, nan, nan
6499, 益安,0,0,0, nan, nan, nan
6504, 南六,4.2,5,4.5,4.8,3.9,2.8
6505, 台塑化,4.39,4.8,6.3,6,4,0.85
6506, 雙邦,0.96,1,1,1.7,0.8,0.3
6508, 惠光,1.49,1.5,1.35,1.5,1.3,1.8
6509, 聚和,0.466,0.6,0.4,0.32,0.6,0.41
6510, 精測,6.8,10,10,8,6, nan
6512, 啟發電,1.208,0.47,0.46,2.28,2.83, nan
6514, 芮特-KY,0.776,0.28,1.4,0.3,1.9, nan
6516, 勤崴國際,0.388,0.11,0.93,0.9, nan, nan
6523, 達爾膚,2.51,0.45,2.5,6.6,3, nan
6525, 捷敏-KY,2.908,4,3,3.8,3.74, nan
6527, 明達醫,0,0, nan, nan, nan, nan
6530, 創威,0.6,1,1,1, nan, nan
6531, 愛普,1.698,0.51,1.49,2,4.49, nan
6532, 瑞耘,1.118,2.3,1.1,0.79,1.4, nan
6533, 晶心科,0.14,0.7,0, nan, nan, nan
6535, 順藥,0,0,0, nan, nan, nan
6538, 倉和,2.17,1,1.3,4.3,4.25, nan
6541, 泰福-KY,0,0,0, nan, nan, nan
6542, 隆中,1.254,3,0,2.87,0.4, nan
6547, 高端疫苗,0,0,0,0, nan, nan
6548, 長科*,3.14,0,11.5,1.2,3, nan
6552, 易華電,0.61,2,0.3,0.75, nan, nan
6556, 勝品,1.04,1.2,2,2, nan, nan
6558, 興能高,0.642,1.2,1.11,0.9, nan, nan
6560, 欣普羅,1,3,0,2, nan, nan
6561, 是方,3.394,7.5,4.97,4.5, nan, nan
6568, 宏觀,2.98,5.9,5,4, nan, nan
6569, 醫揚,4.2,6.5,6.5,8, nan, nan
6570, 維田,0.86,1.8,1,1.5, nan, nan
6573, 虹揚-KY,0.25,0.25,1, nan, nan, nan
6574, 霈方,3.326,4,6.16,6.47, nan, nan
6576, 逸達,0,0, nan,0, nan, nan
6577, 勁豐,2.36,4.5,4,3.3, nan, nan
6578, 達邦蛋白,0.54,0.8,0.5,1.4, nan, nan
6579, 研揚,2.624,4.1,4.75,4.27, nan, nan
6581, 鋼聯,2.746,4.98,5.35,3.4, nan, nan
6582, 申豐,2.14,3.59,3.49,3.62, nan, nan
6589, 台康生技,0,0,0, nan, nan, nan
6590, 普鴻,0.88,1.5,1.2,1.7, nan, nan
6591, 動力-KY,1,1.5,2,1.5, nan, nan
6592, 和潤企業,0,0, nan, nan, nan, nan
6593, 台灣銘板,0.82,1.8,1.3,1, nan, nan
6594, 展匯科,0.556,0.75,0.62,1.41, nan, nan
6596, 寬宏藝術,1.5,2,3.5,2, nan, nan
6603, 富強鑫,0.458,0.5,0.59,0.7,0.1,0.4
6605, 帝寶,2.96,2.3,2.5,3,2.5,4.5
6609, 瀧澤科,1.44,2.2,1,0.6,1.4,2
6612, 奈米醫材,0.2,0.5,0.5, nan, nan, nan
6613, 朋億,6.2,15,10,6, nan, nan
6615, 慧智,1.2,2,2,2, nan, nan
6616, 特昇-KY,0.36,0.8,1, nan, nan, nan
6624, 萬年清,1.004,2.22,2.25,0.55, nan, nan
6625, 必應,0.66,1.5,0.5,1.3, nan, nan
6629, 泰金-KY,0,0, nan, nan, nan, nan
6640, 均華,1.2,3,3, nan, nan, nan
6641, 基士德-KY,0.76,3.8, nan, nan, nan, nan
6642, 富致,0.34,0,1.7, nan, nan, nan
6643, M31,2.3,7,4.5, nan, nan, nan
6649, 台生材,0,0, nan, nan, nan, nan
6654, 天正國際,1.3,5.5,1, nan, nan, nan
6655, 科定,0.72,2,1.6, nan, nan, nan
6662, 樂斯科,0.84,1.85,2.35, nan, nan, nan
6664, 群翊,1.6,4,4, nan, nan, nan
6666, 羅麗芬-KY,1.4,7, nan, nan, nan, nan
6667, 信紘科,1.16,2.8,3, nan, nan, nan
6668, 中揚光,0.6,1,2, nan, nan, nan
6669, 緯穎,4.41,16,6.05, nan, nan, nan
6670, 復盛應用,4,11,9, nan, nan, nan
6671, 三能-KY,0.6,3, nan, nan, nan, nan
6672, 騰輝電子-KY,0.87,3.35,1, nan, nan, nan
6674, 鋐寶科技,0.72,1.8,1.8, nan, nan, nan
6679, 鈺太,0.436,1.6,0.58, nan, nan, nan
6680, 鑫創電子,0.6,0,3, nan, nan, nan
6683, 雍智科技,1,3,2, nan, nan, nan
6690, 安碁資訊,0,0, nan, nan, nan, nan
6697, 東捷資訊,0,0, nan, nan, nan, nan
6698, 旭暉應材,0,0, nan, nan, nan, nan
6706, 惠特,0,0, nan, nan, nan, nan
6715, 嘉基,0,0, nan, nan, nan, nan
6803, 崑鼎,10.152,10.82,9.65,11.34,9.69,9.26
7402, 邑錡,1.132,1.2,0.35,1.91,2.2, nan
8011, 台通,0.312,0,0,0.54, nan,1.02
8016, 矽創,5.2,5,5.5,6,5,4.5
8021, 尖點,1.016,1.2,0.4,0.91,1.35,1.22
8024, 佑華,0.29,0.3,0.3,0.15,0.2,0.5
8027, 鈦昇,0.36,0.3,0,0,0.3,1.2
8028, 昇陽半導體,0.88,1.6,1.3,1.5, nan, nan
8032, 光菱,1.82,2,1.7,1.8,1.3,2.3
8033, 雷虎,0,0,0, nan, nan,0
8034, 榮群,0,0,0, nan, nan, nan
8038, 長園科,0,0,0, nan, nan, nan
8039, 台虹,2.4,2.5,2.5,2,2,3
8040, 九暘,0,0,0, nan, nan, nan
8042, 金山電,2.882,2,2.94,3.47,3,3
8043, 蜜望實,1.24,2.6,0.8,1,0.8,1
8044, 網家,3.068,0,0,5.58,5.24,4.52
8046, 南電,0.86,0.7,0.5,0.8,1,1.3
8047, 星雲,0.28,0,0.35,0.35,0.35,0.35
8048, 德勝,2.084,2.2,2.2,2.02,2.5,1.5
8049, 晶采,1.172,2,1.4,1.3,0.85,0.31
8050, 廣積,2.342,2,2.51,0.38,3.49,3.33
8054, 安國,1.064,1,1,0.8,1,1.52
8059, 凱碩,0.26,0,0,0.2,0.5,0.6
8064, 東捷,0.67,1,0,0.85,0.5,1
8066, 來思達,6.4,10,8,2,8,4
8067, 志旭,0,0,0, nan, nan, nan
8068, 全達,0,0,0, nan, nan, nan
8069, 元太,1.142,2.09,1.64,1.5,0.48, nan
8070, 長華,8.7,12,11,10,7,3.5
8071, 能率網通,0.214,0.42,0.15,0.2,0.2,0.1
8072, 陞泰,0.786,0.5,0.5,0.5,1,1.43
8074, 鉅橡,1.42,1.24,1.39,1.67,1.5,1.3
8076, 伍豐,0.724,1,0.7,0.7,0.72,0.5
8077, 洛碁,0,0,0, nan, nan, nan
8080, 永利聯合,0,0, nan, nan, nan, nan
8081, 致新,5.1,5,4.5,5,5,6
8083, 瑞穎,8.22,8.8,8.5,8.5,7.8,7.5
8084, 巨虹,0,0,0, nan, nan, nan
8085, 福華,0,0,0, nan, nan, nan
8086, 宏捷科,2.4,1.5,1.4,2.4,4.75,1.95
8087, 華鎂鑫,0.02,0,0.1, nan, nan, nan
8088, 品安,0.954,0.44,0.19,1.06,1.48,1.6
8091, 翔名,4.756,5.63,8.1,3.63,3,3.42
8092, 建暐,0,0,0, nan, nan, nan
8093, 保銳,0,0,0, nan, nan, nan
8096, 擎亞,0.056,0,0.2, nan,0.08, nan
8097, 常珵,0,0,0, nan, nan, nan
8099, 大世科,1.196,0.52,1.62,1.14,1,1.7
8101, 華冠,0,0,0, nan, nan, nan
8103, 瀚荃,1.406,1,1,1.8,0.3,2.93
8104, 錸寶,2.6,3,5,5, nan, nan
8105, 凌巨,0.1,0,0.2,0.2,0.1, nan
8107, 大億金茂,1.742,1,7, nan,0.71, nan
8109, 博大,4.36,4.5,4,4.5,4.5,4.3
8110, 華東,0.392,0.3,0.85,0.25,0.21,0.35
8111, 立碁,0.09,0.45,0, nan, nan, nan
8112, 至上,2.064,3,2.8,2.48,0.94,1.1
8114, 振樺電,7.118,6.2,6.2,7.94,7.75,7.5
8121, 越峰,0,0,0, nan, nan, nan
8131, 福懋科,2.08,2.5,2.5,2,2,1.4
8147, 正淩,1.678,0.55,2,2,2,1.84
8150, 南茂,1.362,1.2,0.3,1,2.09,2.22
8155, 博智,3.606,5.6,5.5,2.93,2,2
8163, 達方,1.96,3.5,2,2,2,0.3
8171, 天宇,0,0,0, nan, nan, nan
8176, 智捷,0.29,0.6,0.55,0.3, nan, nan
8182, 加高,0.85,1.1,1,0.65,0.7,0.8
8183, 精星,0.27,0.4,0.4,0.3, nan,0.25
8201, 無敵,0,0,0, nan, nan, nan
8210, 勤誠,3.12,4,3,3,2.6,3
8213, 志超,2.138,2.18,1.51,1.5,2,3.5
8215, 明基材,0.8,0.6,0.9, nan,1.2,1.3
8222, 寶一,0.58,0.5,0.3,0.8,0.8,0.5
8234, 新漢,1.208,0.7,0.6,1.5,1.25,1.99
8240, 華宏,0.51,0.85,0, nan,0.5,1.2
8249, 菱光,1.64,1.3,1.6,1.6,1.8,1.9
8255, 朋程,5.7,5,6,5,6.5,6
8261, 富鼎,0.71,1,0.45,0.7,1,0.4
8271, 宇瞻,2.34,2.5,2.6,2.4,2,2.2
8277, 商丞,0,0,0, nan, nan, nan
8279, 生展,1,2.5,1,1,0.5, nan
8287, 英格爾,0.42,0,0,1.2,0.6,0.3
8289, 泰藝,0.49,0.4,0.3,0.5,0.6,0.65
8291, 尚茂,0,0,0, nan, nan, nan
8299, 群聯,13.44,13,17,14,12,11.2
8341, 日友,4.54,6.5,6,4.5,3.5,2.2
8342, 益張,2.458,3.5,2.99,5.8, nan, nan
8349, 恒耀,4.6,4.66,5.49,4.85,4,4
8354, 冠好,0.62,0.6,0.5,0.5,0.7,0.8
8358, 金居,1.04,2.2,3,0, nan, nan
8367, 建新國際,0.62,1,1,1.1, nan, nan
8374, 羅昇,0.22,0.5,0.5,0.1, nan, nan
8383, 千附,2.414,2.5,2.7,2.7,2.2,1.97
8390, 金益鼎,0.25,0.45,0.3,0.1,0.2,0.2
8401, 白紗科,0.854,0.85,1.28,0.4,0.6,1.14
8403, 盛弘,0.796,0.5,0.5,1,1.49,0.49
8404, 百和興業-KY,0.44,0.2,0.3,0.2,0.3,1.2
8406, 金可-KY,6.4,5,6.8,6.8,6.8,6.6
8409, 商之器,0,0,0, nan, nan, nan
8410, 森田,1.44,1.75,1.65,1.5,0.3,2
8411, 福貞-KY,0.368,0,0.35,0.35,0.3,0.84
8415, 大國鋼,1,2.4,1,1,0.6, nan
8416, 實威,6.2,7.5,6,6,6,5.5
8418, 捷必勝-KY,0.08,0,0,0.2, nan,0.2
8420, 明揚,0.78,0.8,0.5,1.2,1.2,0.2
8421, 旭源,0.466,0.35,0.3,1.18,0.5, nan
8422, 可寧衛,10.1,10,11,11.5,10,8
8423, 保綠-KY,0.61,1,0.5,0.55,0.5,0.5
8424, 惠普,3.06,3.8,3.5,3,2.5,2.5
8426, 紅木-KY,2.34,0,1.7,4.5,2.5,3
8427, 基勝-KY,1.89,0,0.35,4,3.6,1.5
8429, 金麗-KY,0.412,0.13,0.13,0.7,0.4,0.7
8431, 匯鑽科,0.264,0,0, nan, nan,1.32
8432, 東生華,2.18,1.6,2.1,3.1,2.1,2
8433, 弘帆,4.622,3,5.05,6.06,5.5,3.5
8435, 鉅邁,3.13,3.2,3.3,3,3.15,3
8436, 大江,3.132,6.95,2.69,3.52,1.5,1
8437, 大地-KY,5.964,8.25,7.09,6.33,4.65,3.5
8440, 綠電,0.422,0.5,0.86,0.75, nan, nan
8442, 威宏-KY,0.74,1.5,0,2.2, nan, nan
8443, 阿瘦,0.848,0.43,0.28,0.3,1.5,1.73
8444, 綠河-KY,2.72,2,4.2,3.2,2.2,2
8446, 華研,4.5,6,5,5,4.5,2
