代號, 名稱, y18, y17, y16, y15, y14
50, 元大台灣50,0.7,2.2,1.7,0.85,2
51, 元大中型100,0,1,0.85,0.7,0.85
52, 富邦科技,0.65,1.72,1.41,2.44, nan
53, 元大電子,0,1.1,1.15,1,0.9
54, 元大台商50,0,0.75,0.75,0.7,0.7
55, 元大MSCI金融,0,0.65,0.5,0.45,0.45
56, 元大高股息,0,1.45,0.95,1.3,0.95
57, 富邦摩台,0, nan, nan,1.68, nan
61, 元大寶滬深,0, nan, nan, nan, nan
1101, 台泥,3.31,1.5,1.45,1.33,2.49
1102, 亞泥,2.8,1.2,0.9,1.1,2.2
1103, 嘉泥,1,0.5,0.2,0.1,0.3
1104, 環泥,1,1.1,1.2,1,1
1108, 幸福,0,0,0.6,0.85,0.6
1109, 信大,0.8,0.1,0.1,0.2,0.2
1110, 東泥,0.1,0.1,0.1,0.2,0.2
1201, 味全,0.8,0, nan, nan, nan
1203, 味王,1,1.3,1,1,1
1210, 大成,1.5,2,1.5,0.7,1
1213, 大飲,0,0, nan,0, nan
1215, 卜蜂,3,3,3,2,1
1216, 統一,2.5,5.5,2.1,2,1.4
1217, 愛之味,0,0, nan,0, nan
1218, 泰山,0.8,0.4,0, nan, nan
1219, 福壽,0.1,0.3,0.3,0.25,0.18
1220, 台榮,0.46,0.4,0.65,0.5,0.3
1225, 福懋油,1.15,1.25,1.25,1,0.25
1227, 佳格,2.5,2,1.6,1.6,1.6
1229, 聯華,1.6,1.8,1.6,1.2,1.4
1231, 聯華食,1.8,1.4,1.75,1.32,0.9
1232, 大統益,5,5,5,5,5
1233, 天仁,1.9,2.25,1.6,2,2.1
1234, 黑松,1.6,1.5,2,1.5,1.2
1235, 興泰,0,0, nan, nan,0
1236, 宏亞,0.4,0.1,0.3,0.7,1.3
1240, 茂生農經,1.5,2.5,2.5, nan, nan
1256, 鮮活果汁-KY,6.2,5,4.2,4,5.5
1258, 其祥-KY,0,0.5,1.31,1.52,1.3
1259, 安心,3,3.5,3,2.8,2.3
1264, 德麥,11,10.5,10,10,10
1268, 漢來美食,6.97,6.58,5.98, nan, nan
1301, 台塑,5.8,5.7,4.6,3.6,1.7
1303, 南亞,5,5.1,4.5,3.3,2.3
1304, 台聚,0.3,0.3,0.5,0.5,0.4
1305, 華夏,1.5,1.5,1.7,1,0.2
1307, 三芳,0.5,1.7,2.2,1.7,1.6
1308, 亞聚,0.3,0.2,0.6,0.6,0.3
1309, 台達化,0.2,0, nan, nan, nan
1310, 台苯,2,1.6,2.2,1, nan
1312, 國喬,0,1,1,0.8,0.3
1313, 聯成,0.2,1,0.6,0.2,0.2
1314, 中石化,0.5,0, nan, nan, nan
1315, 達新,1.2,1.1,1.1,1.1,1.1
1316, 上曜,1.89,2.26, nan, nan,0
1319, 東陽,1.7,2.05,2.12,1.4,0.74
1321, 大洋,0,0, nan, nan, nan
1323, 永裕,1.8,1.3,1.8,1.55,1.8
1324, 地球,0.3,0.3,0.4,0.4,0.3
1325, 恆大,0.5,0.35,0.8,0.7,0.45
1326, 台化,6.2,7,5.6,3.5,1.2
1333, 恩得利,0,0, nan, nan, nan
1336, 台翰,0.79,0.6, nan, nan, nan
1337, 再生-KY,0,0,0.01,0.3,0.04
1338, 廣華-KY,3.5,5,4,4.5,3.7
1339, 昭輝,2,2,2,2,2
1340, 勝悅-KY,0.2,0.3,1.2,1,2
1341, 富林-KY,3, nan, nan, nan, nan
1402, 遠東新,1.8,1.2,0.8,1,1.2
1409, 新纖,0.85,0.5,0.25,0.25,0.43
1410, 南染,1.3,1.4,1.45,1.3,1.2
1413, 宏洲,0,0, nan, nan, nan
1414, 東和,0.2,0.32,0.2,0.2,0.3
1416, 廣豐,1.2,1.2,3,1,0.3
1417, 嘉裕,0,0, nan, nan, nan
1418, 東華,0,0, nan, nan, nan
1419, 新紡,0.85,3.73,0.46,0.35,0.31
1423, 利華,0,0, nan, nan, nan
1432, 大魯閣,0,0, nan, nan, nan
1434, 福懋,2.1,1.9,1.5,1.2,1.4
1435, 中福,0,0, nan, nan, nan
1436, 華友聯,2,2.5,1,0,1.5
1437, 勤益控,0.5,0.5,0.5, nan, nan
1438, 裕豐,0,0, nan, nan, nan
1439, 中和,0,0,0.5,0.5,0.5
1440, 南紡,0.4,0.36,0.32,0.45,0.17
1441, 大東,0.4,0, nan, nan, nan
1442, 名軒,1,1.8,0.99,1,1.85
1443, 立益,0,0, nan, nan, nan
1444, 力麗,0.4,0.5, nan,0.5,0.5
1445, 大宇,0.2,0.2,0.3,0.5,0.3
1446, 宏和,0.3,0.3,0.3,0.3,0.3
1447, 力鵬,0.2,0, nan, nan,0
1449, 佳和,0,0, nan, nan, nan
1451, 年興,2,1.5,1.5,1.5,1.8
1452, 宏益,1.4,1.4,1.2,1.8,1
1453, 大將,0,0, nan,0, nan
1454, 台富,0.2,0.2,0.3,0.5,0.4
1455, 集盛,0.2,0.4,0.3,0.2,0.2
1456, 怡華,0,0, nan, nan, nan
1457, 宜進,0.7,0.7,0.5,0.6,0.3
1459, 聯發,0,0.1, nan,0.2,0.55
1460, 宏遠,0,0,0.4,0.8,0.7
1463, 強盛,1.4,3,3.3,0.7,0.53
1464, 得力,1.5,2.2,1.93,2.2,0.97
1465, 偉全,0.3,0.4,0.65,0.9,0.95
1466, 聚隆,0,0, nan, nan,0.5
1467, 南緯,0,0, nan, nan,0.5
1468, 昶和,0,0, nan, nan, nan
1470, 大統新創,0.4,0.5,0.55,0.6,0.6
1471, 首利,0,0, nan, nan, nan
1472, 三洋紡,0,0, nan, nan, nan
1473, 台南,0.5,0.5,1.2,1.2,1.6
1474, 弘裕,0.3,0.6,0.6,0.5,0.3
1475, 本盟,0,0, nan, nan, nan
1476, 儒鴻,11,9.5,10.5,10.5,8
1477, 聚陽,7.1,6,6.71,9.52,7.7
1503, 士電,1.5,1.3,1.2,1.5,1.5
1504, 東元,0.9,0.86,0.88,0.8,1.1
1506, 正道,0,0, nan, nan, nan
1507, 永大,1.8,2,2.4,2.7,3
1512, 瑞利,0,0, nan, nan, nan
1513, 中興電,1,1,1,1,1.2
1514, 亞力,0.7,0.5,0.5,0.48,0.45
1515, 力山,2,1.2,0.5,0.5, nan
1516, 川飛,0,0,0.37,0, nan
1517, 利奇,0.25,0.2,0.2,0.5,0.5
1519, 華城,0.3,0.4,0.8,0.6,0.6
1521, 大億,3.8,5.2,5.2,5,4.3
1522, 堤維西,1.3,1.6,2,1.5,1
1524, 耿鼎,0.5,0.45,0.5, nan, nan
1525, 江申,1.8,2.4,2.3,1.4,1.4
1526, 日馳,1,1,0.8,0.4, nan
1527, 鑽全,4,1.4,4.1,3.3,3
1528, 恩德,0.2,0.5,0.5,0.1,0.1
1529, 樂士,0.2,0, nan, nan, nan
1530, 亞崴,2,1.25,0.7,0.5,2.2
1531, 高林股,0.5,0.8,0.6,0.6,0.8
1532, 勤美,2.7,1.5,1.7,2.1,1.5
1533, 車王電,0.8,0.3,0.2,0.1,0.5
1535, 中宇,1.1,1.25,1.8,3,4.5
1536, 和大,3.5,3.75,3.5,3.2,2.1
1537, 廣隆,10,9.5,9,7.5,6.5
1538, 正峰新,0,0, nan, nan, nan
1539, 巨庭,1.8,1,1.2,1.2,0.89
1540, 喬福,1.5,0.6,1,1,1.5
1541, 錩泰,1,1.5,3.3,3.21,1.71
1558, 伸興,11,8.5,9.5,9.5,9
1560, 中砂,3.5,3.5,3,3.7,4.1
1565, 精華,26.5,25,27,23.5,23.85
1568, 倉佑,0.65,0.8,1.2,1,0.5
1569, 濱川,0.25,0.6,0.39, nan, nan
1570, 力肯,0.8,0.8,0.5,0.5, nan
1580, 新麥,6.5,8,8.5,7,8.5
1582, 信錦,6.5,5,5.45,4.5,4.5
1583, 程泰,3,2.5,1,0.5,3.5
1584, 精剛,0,0, nan, nan, nan
1586, 和勤,0.5,0.2, nan,0,1.06
1587, 吉茂,0.1,0.44,2.05, nan, nan
1589, 永冠-KY,0,1.53,3.25,8.5,6
1590, 亞德客-KY,5.24,7.44,5.37,4,4.8
1591, 駿吉-KY,1,0,1, nan,0
1592, 英瑞-KY,0,1,2.2,1,1
1593, 祺驊,4,3.24,2.4,3,2.1
1595, 川寶,2.5,4,0.5,2.7,4.5
1597, 直得,1,1,1,0.5,0.5
1598, 岱宇,0.35,0.5,2.1,1.5, nan
1599, 宏佳騰,1,1.01,4,3,1.95
1603, 華電,0,1,0.5,0.5, nan
1604, 聲寶,1.4,0.2,1.4,1.04,1
1605, 華新,1.2,1,0.7,0.21, nan
1608, 華榮,0,0.73, nan, nan, nan
1609, 大亞,0.3,0.35, nan, nan, nan
1611, 中電,0.15,1, nan, nan, nan
1612, 宏泰,0.32,0.5,0.28,0.26,0.6
1614, 三洋電,0.91,0.7,1.05,0.81,0.76
1615, 大山,1.35,0.9,0.75,0.3,0.3
1616, 億泰,0,0, nan, nan, nan
1617, 榮星,1,0.6,0.4,0.3,0.3
1618, 合機,0.3,0.3,0.3,0.35,0.2
1626, 艾美特-KY,0,0.1,1, nan, nan
1701, 中化,0.8,0.6,0.6,0.6,0.6
1702, 南僑,2.7,2.7,2.81,2.6,2.1
1707, 葡萄王,6.5,6.68,6.4,5.6,5.3
1708, 東鹼,0.5,1,0.5,0.5,1.5
1709, 和益,0.5,1.5,1.51,1.18,0.6
1710, 東聯,1.75,1.75,0.2,0.5,1
1711, 永光,0.5,0.5,0.5,0.5,0.5
1712, 興農,1.3,1,0.94,0.6,0.9
1713, 國化,0.71,0.44,0.58,0.41,0.55
1714, 和桐,0.15,0.3,0,0, nan
1717, 長興,0.9,0.5,1.5,1.5,1.8
1718, 中纖,0.1,0.1, nan,0.1, nan
1720, 生達,1.5,1.6,1.5,1.5,1
1721, 三晃,0,0.2,0.7, nan, nan
1722, 台肥,2.2,2.1,2.1,2.1,2.2
1723, 中碳,5.3,4.6,4.5,4.5,8.3
1724, 台硝,0.5,0.6,1,1,0.2
1725, 元禎,0.84,0.83,0.8,0.78,0.63
1726, 永記,3.5,3.5,4,3.8,3.8
1727, 中華化,0.6,0.6,0.6,0.5,0.5
1730, 花仙子,3.5,2.27,2.18,2,1.7
1731, 美吾華,0.5,0.6,0.55,0.5,0.6
1732, 毛寶,0,0, nan, nan, nan
1733, 五鼎,0.85,1.5,1.5,2.25,2.5
1734, 杏輝,0.1,0.2,0.1,0.2,0.8
1735, 日勝化,0.15,0.5,0.5,1,0.6
1736, 喬山,0.65,0.3,1.15,1,1.5
1737, 臺鹽,1.8,1.5,1.5,1.12,1
1742, 台蠟,0,0, nan, nan, nan
1752, 南光,1.2,1.6,1,1.2,0.49
1760, 寶齡富錦,1.8,1.5,1.2, nan, nan
1762, 中化生,1.2,0.5,0.5,1.5,0.5
1773, 勝一,5,4.6,4,3,2.6
1776, 展宇,0.8,1.5,1.6,1.8, nan
1777, 生泰,3.3,1.75,3.5,3.5,3
1781, 合世,0,0, nan, nan, nan
1783, 和康生,0.68,0.15, nan, nan, nan
1784, 訊聯,0.28,0, nan,0.41,0.7
1785, 光洋科,0.4,0, nan, nan,0.8
1786, 科妍,1.6,0.2, nan,0.5, nan
1788, 杏昌,6,6,5,5,5
1789, 神隆,0.49,0.48,0.3,0.3,0.2
1795, 美時,0,0, nan, nan, nan
1796, 金穎生技,0.5,1,2.1, nan, nan
1799, 易威,0,0, nan, nan, nan
1802, 台玻,0.3,0.5, nan,0,0
1805, 寶徠,0,0, nan,0.5,0
1806, 冠軍,0,0, nan, nan, nan
1808, 潤隆,8,3.54,5.07,5.01,4.01
1809, 中釉,0.2,0.2,0.3,0.2,0.5
1810, 和成,0.2,0.3, nan,0.2,0.3
1813, 寶利徠,2,1,1,2,1
1815, 富喬,0.5,0.65,0.5,0.35,0.2
1817, 凱撒衛,2.3,2.3,2.2,2,1.8
1902, 台紙,0.35,0.33, nan, nan, nan
1903, 士紙,0,0, nan, nan, nan
1904, 正隆,1.1,0.7,0.5,0.6,0.35
1905, 華紙,0.35,0.5,0.35,0.6,0.1
1906, 寶隆,0.5,1,1.5,0.15, nan
1907, 永豐餘,0.6,0.6, nan,0.3,0.4
1909, 榮成,0.5,1.75,1.49,1,0.9
2002, 中鋼,1,0.88,0.85,0.5,1
2006, 東和鋼鐵,1.2,1.4,1.3,1.1,1.3
2007, 燁興,0,0, nan, nan, nan
2008, 高興昌,0,0, nan, nan, nan
2009, 第一銅,0,0, nan, nan,0.4
2010, 春源,0.56,0.5,0.7,0.5,0.5
2012, 春雨,1.3,0.75,0.75,0.5,0.5
2013, 中鋼構,0.47,0.24,0.26,0.5,0.8
2014, 中鴻,0.1,0, nan, nan, nan
2015, 豐興,4,3.5,3,2.5,2.5
2017, 官田鋼,0.4,0.45,0.35, nan, nan
2020, 美亞,1.4,1.42,0.8, nan,0.8
2022, 聚亨,0,0, nan, nan, nan
2023, 燁輝,0.1,0.2,0.4, nan,0.2
2024, 志聯,0.6,0.8,0.6,0.3,0.8
2025, 千興,0, nan, nan, nan, nan
2027, 大成鋼,3,0.8,0.5,0.5,0.61
2028, 威致,0,0, nan, nan, nan
2029, 盛餘,0.25,1.75,2.45,1,1.15
2030, 彰源,1,1,0.3, nan,0.5
2031, 新光鋼,1.5,1.98,1.8,0.3,1
2032, 新鋼,0.13,0.1,0.4,0.2,0.25
2033, 佳大,0.2,0.2,0.3, nan, nan
2034, 允強,1.8,1.8,1.8,1,2
2035, 唐榮,0,0, nan, nan, nan
2038, 海光,0,0,0, nan, nan
2049, 上銀,7,3.5,1.6,2.1,3.2
2059, 川湖,9.5,5,8.25,10.1,9
2061, 風青,0,0, nan, nan, nan
2062, 橋椿,0.3,0.3,1,1,2.68
2063, 世鎧,3,2.5,1.2,1,1.5
2064, 晉椿,1,1,1.5,1.2,2
2065, 世豐,2.7,1.58,2.5, nan, nan
2066, 世德,3,3.02,5,6,5.5
2067, 嘉鋼,0.4,0,0, nan,0.32
2069, 運錩,2.5,1.54,1.64,0.6, nan
2070, 精湛,2,2,1, nan, nan
2101, 南港,0.5,0.71,1.14,0.2, nan
2102, 泰豐,0,0,0.1,0.2,0.15
2103, 台橡,0.98,0.96,1,1.06,1.52
2104, 國際中橡,1.5,1.8,1.5,1.15,2.4
2105, 正新,1.1,1.8,3,3,3
2106, 建大,1,1.2,2,2.2,2.25
2107, 厚生,0.68,0.65,0.55,0.85,2.8
2108, 南帝,1.8,1,1,2,0.25
2109, 華豐,0,0,0.2,0.2,1.2
2114, 鑫永銓,5,5,5,5,5
2115, 六暉-KY,1,1.5,1,2.2,2.1
2201, 裕隆,0.67,0.58,0.5,0.9,0.7
2204, 中華,1.7,1.8,1.6,1.5,1.15
2206, 三陽工業,1,1.02,1.03,1, nan
2207, 和泰車,12,12,12,12,10.5
2208, 台船,0,0, nan,0.5,0.5
2221, 大甲,2.1,1.5,1.3,1.01,0.31
2227, 裕日車,17.67,21,22,12.5,30
2228, 劍麟,5,5.24,4.75,4.5,3.5
2230, 泰茂,0.15,0,0.2,0.6,0.8
2231, 為升,7.67,7.47,8.5,8.98,8
2233, 宇隆,4,3.76,5,3,4.75
2235, 謚源,3,3.5,4,5,4
2236, 百達-KY,0.1,0.76,1.96,0.4,1.33
2239, 英利-KY,4.5,3.9,4.5,4, nan
2243, 宏旭-KY,0,0.5, nan, nan, nan
2301, 光寶科,2.92,2.92,2.92,2.19,1.97
2302, 麗正,0,0, nan,0.02,0.34
2303, 聯電,0.59,0.71,0.5,0.55,0.55
2305, 全友,0,0, nan, nan, nan
2308, 台達電,5,5,5,5,6.7
2312, 金寶,0.3,0.31,0.3,0.3, nan
2313, 華通,0.8,1.2,0.6,1,0.6
2314, 台揚,0.2,0.2,0.12,0, nan
2316, 楠梓電,1,0, nan,4.5,1.5
2317, 鴻海,4,2,4.5,4,3.8
2321, 東訊,0,0, nan, nan, nan
2323, 中環,0,0, nan, nan, nan
2324, 仁寶,1.2,1.2,1.2,1.2,1.5
2327, 國巨,44.83,14.86,3,2,4
2328, 廣宇,1.1,0.8,0.7,0.35,0.29
2329, 華泰,0,0, nan, nan, nan
2330, 台積電,2.5,8,7,6,4.5
2331, 精英,0,1, nan,2,5
2332, 友訊,0.2,0,0.3,0.3,0
2337, 旺宏,1.2,1, nan, nan, nan
2338, 光罩,0.83,0, nan,0.3,0.5
2340, 光磊,0.5,1.35,1.19,1,0.75
2342, 茂矽,0.27,0, nan, nan, nan
2344, 華邦電,1,1,0.6,0.1, nan
2345, 智邦,4,4.13,3.1,1.96,1.08
2347, 聯強,2,2.2,1,1.5,3.3
2348, 海悅,3.8,3.6, nan, nan,0.5
2349, 錸德,0,0, nan, nan, nan
2351, 順德,2.8,2.5,2.5,2,2.2
2352, 佳世達,0.85,1.35,1.32,0.55,0.6
2353, 宏碁,0.77,0.7,0.5,0.5,0
2354, 鴻準,3.2,3.6,3.8,3,2.5
2355, 敬鵬,0.5,2.25,3.2,2.6,2.2
2356, 英業達,1.5,1.65,1.45,1.4,1.75
2357, 華碩,15,15,17,15,17
2358, 廷鑫,0,0,0, nan, nan
2359, 所羅門,1.1,1,1,1,1
2360, 致茂,4.18,4.48,3.22,2.4,2.61
2362, 藍天,1,0.84,0.71,1.1,2.5
2363, 矽統,0,0, nan, nan, nan
2364, 倫飛,0,0, nan, nan, nan
2365, 昆盈,0.2,0.3, nan,0.16,0.39
2367, 燿華,0.4,0.3, nan,0.7,0.7
2368, 金像電,0,0, nan, nan, nan
2369, 菱生,0.2,0.5,0.5,0.26,0.53
2371, 大同,0,0, nan, nan, nan
2373, 震旦行,6,6,3.25,3.2,3
2374, 佳能,0.5,0.8,0.9,1.5, nan
2375, 凱美,3,3, nan,0,1.14
2376, 技嘉,3,4,2.6,2.5,2.7
2377, 微星,5,4.5,4.5,3.5,3
2379, 瑞昱,7,5.5,5,4,6
2380, 虹光,0,0, nan, nan, nan
2382, 廣達,3.55,3.4,3.5,3.8,4
2383, 台光電,3.8,4.8,4.7,4.29,2.5
2385, 群光,3.8,4.45,4.25,4.3,4.65
2387, 精元,1.01,0.4,0.48,0.48,0.15
2388, 威盛,0,0, nan, nan, nan
2390, 云辰,0,0,0.06,0.2, nan
2392, 正崴,1.5,2,1.5,2,2
2393, 億光,1.5,2.99,3,3,3.99
2395, 研華,6.8,6.6,6.3,6,6
2397, 友通,5.28,4.2,4.5,2.85,2.58
2399, 映泰,0,0.8, nan, nan, nan
2401, 凌陽,0.36,0.7,0.5,0.89,0.6
2402, 毅嘉,0.5,0, nan, nan,2.05
2404, 漢唐,10,6,6,4,2.5
2405, 浩鑫,0,0,0.12, nan, nan
2406, 國碩,0,0, nan, nan, nan
2408, 南亞科,7.11,3.51,1.5,2.8,2
2409, 友達,0.5,1.5,0.56,0.35,0.5
2412, 中華電,4.48,4.8,4.94,5.49,4.86
2413, 環科,0,0, nan,0.5, nan
2414, 精技,1.45,1.4,1.3,1.25,1.2
2415, 錩新,1.5,1,0.9,0.8,1
2417, 圓剛,0.1,0.1,0.1,0.1,0.1
2419, 仲琦,0.81,1.23,1.77,0.75,0.51
2420, 新巨,2.8,2.7,3,2.5,3.5
2421, 建準,2,2.3,2,1.5,1.2
2423, 固緯,1.8,1.5,1.2,0.7,0.5
2424, 隴華,0,0, nan, nan, nan
2425, 承啟,1.5,0,0.15,0.3,0.36
2426, 鼎元,1.2,0.7,0.89,1.02,0.9
2427, 三商電,0.4,0.25,0.2,0.1,0.25
2428, 興勤,3.8,4,3.3,2.5,2.1
2429, 銘旺科,0,0, nan, nan, nan
2430, 燦坤,0.9,1.36,2,1.2,0.4
2431, 聯昌,0,0,0.77,0.27,0.18
2433, 互盛電,3.5,3.5,2.7,3.3,3.2
2434, 統懋,0,0, nan, nan, nan
2436, 偉詮電,1,0.6,0.5,0.5,0.9
2438, 翔耀,0,0, nan,0, nan
2439, 美律,8.5,15.82,8.88,3.2,4.8
2440, 太空梭,0,0, nan, nan, nan
2441, 超豐,2.7,3,2.75,2.4,2.8
2442, 新美齊,0.5,0,0.01,0.05,0.03
2443, 億麗,0,0, nan, nan, nan
2444, 兆勁,0,0.1,0.43,0.15,0.5
2448, 晶電,0.3,0.8, nan, nan,0.83
2449, 京元電子,1.35,1.8,1.8,1.2,1.8
2450, 神腦,1.45,3.17,3.98,3,1.56
2451, 創見,5,6,6,6.8,7.8
2453, 凌群,0.5,0.7,0.5,0.5,0.6
2454, 聯發科,9,10,9.5,11,22
2455, 全新,2.5,2.5,2.53,2.15,2
2456, 奇力新,7.99,1.95,4,3.2,2.5
2457, 飛宏,0,0, nan, nan,0.48
2458, 義隆,5,2.58,1.57,2.03,3.66
2459, 敦吉,3,3,2.6,2.5,2.53
2460, 建通,0,0, nan, nan,0.2
2461, 光群雷,0.41,0.56,0.81,0.5,0.42
2462, 良得電,0.5,0,0.6,0.2,1.1
2464, 盟立,3.3,1.5,1.8,2.3,1.1
2465, 麗臺,0,0, nan,0, nan
2466, 冠西電,0,0, nan, nan,0
2467, 志聖,2.5,1.5,0.5, nan,1.3
2468, 華經,0.5,0.4,0.5,0.5,0.5
2471, 資通,1.2,1,1.34,1,1.2
2472, 立隆電,2.3,2.2,2.4,2.5,1.8
2474, 可成,12,12,10,10,6
2476, 鉅祥,1.26,1.6,1.7,1.53,1.5
2477, 美隆電,0.86,1.3, nan,1.1,1
2478, 大毅,2.5,0.8,0.5,0.2,0.4
2480, 敦陽科,3.42,2.62,2.1,2,2
2481, 強茂,0.5,0,1,0.9,0.2
2482, 連宇,0,0,0.32,0.15, nan
2483, 百容,1.29,1.3,1.3,1.3,1.3
2484, 希華,1.45,1,1.2,1.2,1
2485, 兆赫,0.5,0.4,1.4,2,1.5
2486, 一詮,0,0, nan, nan,0.75
2488, 漢平,2.5,1.9,3.5,2.2,1.6
2489, 瑞軒,0,0,1.7,1.8,1.6
2491, 吉祥全,0,0, nan, nan, nan
2492, 華新科,16.33,4.02,1.21,0.75,0.3
2493, 揚博,2.5,1.75,2.3,2.3,2.8
2495, 普安,0.4,0.4,0.9,0.9,0.6
2496, 卓越,4,6.5,2.5, nan, nan
2497, 怡利電,0,0,0.5,1.5,3
2498, 宏達電,0.38,0, nan, nan,0.38
2499, 東貝,0,0, nan,0.3,1.01
2501, 國建,2.1,1.2,1.5, nan,1
2504, 國產,0.25,0.5, nan,0.1,0.4
2505, 國揚,0.5,0.25, nan,0.4,0.1
2506, 太設,0.16,0.15,0.1,0.2,0.4
2509, 全坤建,0.6,0.4,1.2,1.6,1.2
2511, 太子,0.65,0.65,1,1.1,0.8
2514, 龍邦,0.25,0.25,0.35,0.21,0.3
2515, 中工,0.2,0.19,0.19,0.2,0.17
2516, 新建,0,0,0.25,0.3,0.3
2520, 冠德,1,0.5,1.1,1,2
2524, 京城,0,2, nan, nan,0.8
2527, 宏璟,1.2,0.8,0.8,1.1,1.5
2528, 皇普,0,0, nan, nan,0.2
2530, 華建,0.3,0,0.8,1.6, nan
2534, 宏盛,0,2,1,0.5,0.4
2535, 達欣工,1.62,1.6,1.58,1,1.5
2536, 宏普,1,1.5,2.1,2.6,2
2537, 聯上發,0,0,0.4,0.8,0.2
2538, 基泰,0.6,0.8,1,1.3,1.24
2539, 櫻花建,0.2,1.5,1.6,1.1,1
2540, 愛山林,0,0, nan, nan, nan
2542, 興富發,4.5,3.5,5,6,4
2543, 皇昌,0,0,0.3,0.31, nan
2545, 皇翔,1.8,1.5,4.5,1.2,4
2546, 根基,3,2.16,1.5,1,1.5
2547, 日勝生,0.8,0, nan, nan,1
2548, 華固,5,5.2,5.6,5.5,5
2596, 綠意,2,2,2.2,1,1.5
2597, 潤弘,4.8,2.35,4,4.6,7.5
2601, 益航,0.1,0,0, nan,0.25
2603, 長榮,0,0.2,0, nan,0.1
2605, 新興,0.2,0.6,0.7,1,1
2606, 裕民,1.8,1.2,0.75,1,2.2
2607, 榮運,0.35,0.35,0.35,0.35,0.35
2608, 嘉里大榮,1.56,1.6,1.5,1.72,1.5
2609, 陽明,0,0,0, nan, nan
2610, 華航,0.21,0.22, nan,0.46, nan
2611, 志信,0.41,0.1, nan,0.15,0.2
2612, 中航,1.6,0.5,0.5,0.2,1.3
2613, 中櫃,0.28,0.33,0.07,0.04,0.18
2614, 東森,1,0, nan, nan, nan
2615, 萬海,0.61,0.5,0.4,1.2,2
2616, 山隆,1.6,2.51,2.06,1.5,1.5
2617, 台航,1.3,0.7, nan,0.22,0.65
2618, 長榮航,0.5,0.2,0.2,0.3, nan
2630, 亞航,1,1.25,1.55, nan, nan
2633, 台灣高鐵,1.12,0.75,0.6,0.65, nan
2634, 漢翔,1.34,1.13,1,1.36,0.92
2636, 台驊投控,2.2,1.3,0.8,1.8,1.3
2637, 慧洋-KY,1.49,1,1,2.5,2.92
2640, 大車隊,3.3,3.5,0.5,3.28,4.9
2641, 正德,0,0,0,0.1,0.2
2642, 宅配通,0.6,1.05,0.45,0.6,1.1
2643, 捷迅,2,2,2.29,2, nan
2701, 萬企,0.4,0.25,0.25,0.2,0.16
2702, 華園,0.2,0,0.15,0.12,0.15
2704, 國賓,0.4,0.4,0.7,0.7,0.7
2705, 六福,0,0, nan,0.05,0.17
2706, 第一店,0.45,0.28,0.2,0.18,0.18
2707, 晶華,11.02,6.91,8.17,8.87,9.51
2712, 遠雄來,0,0.11,0.5,0.85,1
2718, 晶悅,0,0.2,0.5,0.7,0.5
2719, 燦星旅,0,0, nan, nan,0.72
2722, 夏都,0.2,0.4,0.5,0.5,0.5
2723, 美食-KY,5,6,5,2.5,1.2
2724, 富驛-KY,0, nan, nan, nan, nan
2726, 雅茗-KY,2.98,3.99,2.95,1.5,2
2727, 王品,4.39,5.5,3.5,1,8.09
2729, 瓦城,13.6,12.6,11.6,10.6,10
2731, 雄獅,3.8,5.2,4,4.6,4.2
2732, 六角,4.38,3.94,3.74,4,4
2734, 易飛網,0,0, nan,0.5,0.4
2736, 高野,0.1,0.1,0.3,2.5, nan
2739, 寒舍,1,1,2.2,2.54, nan
2740, 天蔥,0,0, nan,1.47, nan
2745, 五福,0.3,1.76,0.3, nan, nan
2748, 雲品,2.75,2.75,2.5,2.5, nan
2752, 豆府,0, nan, nan, nan, nan
2801, 彰銀,0.64,0.45,0.42,0.35,0.2
2809, 京城銀,1.5,1.5,1.5,0.5,1.5
2812, 台中銀,0.28,0.45,0.55,0.5,0.25
2816, 旺旺保,0.9,0.7, nan,0.1,1.16
2820, 華票,0.79,0.71,0.84,0.83,0.72
2823, 中壽,0,0.8,0.8,0.6,0.4
2832, 台產,0.9,1.1,0.9,1.2,0.9
2834, 臺企銀,0.3,0.27,0.1,0.1,0
2836, 高雄銀,0.11,0.13,0.6,0.03,0.03
2838, 聯邦銀,0,0.4,0.45,0.4,0.26
2841, 台開,0,0, nan,0.2,0.2
2845, 遠東銀,0.45,0.44,0.42,0.4,0.4
2849, 安泰銀,1,0.6,0.6,0.6,0.6
2850, 新產,2.65,1.82,1.51,1.57,1.07
2851, 中再保,0.9,1,0.5,0.7,1.2
2852, 第一保,0.49,0.6,0.65, nan,0.38
2855, 統一證,0.7,1.2,0,0.2,0.81
2867, 三商壽,0,0,0,0,0.3
2880, 華南金,0.55,0.5,0.7,0.63,0.62
2881, 富邦金,2,2.3,2,2,3
2882, 國泰金,1.5,2.5,2,2,2
2883, 開發金,0.3,0.6,0.5,0.5,0.6
2884, 玉山金,0.71,0.61,0.49,0.43,0.43
2885, 元大金,0.9,0.56,0.45,0.36,0.62
2886, 兆豐金,1.7,1.5,1.42,1.5,1.4
2887, 台新金,0.51,0.54,0.53,0.48,0.1
2888, 新光金,0.2,0.34,0.2, nan,0.1
2889, 國票金,0.45,0.65,0.55,0.26,0.29
2890, 永豐金,0.64,0.5,0.34,0.43,0.5
2891, 中信金,1,1.08,1,0.81,0.81
2892, 第一金,1,0.9,1.2,0.95,0.7
